brand,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty
dell,50990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,54990,64,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
dell,38990,56,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
msi,196580,83,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,2.0
asus,99990,70,intel,core i5,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
hp,74999,64,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1366,768,windows,1.0
lenovo,42499,43,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,67990,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1.0
asus,86189,71,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,1.0
lenovo,36650,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
hp,113999,75,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0
dell,65990,57,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,48990,59,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,49990,65,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
acer,34990,62,intel,core i3,2,4,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,86990,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,True,13.3,1920,1200,windows,1.0
lenovo,65990,63,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1.0
microsoft,97490,60,intel,core i5,10,12,16,SSD,256,No secondary storage,0,intel,integrated,True,12.4,1536,1024,windows,1.0
ultimus,22913,52,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,False,14.1,1920,1080,windows,1.0
lenovo,185990,89,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,3200,2000,windows,1.0
dell,99480,62,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0
lenovo,128990,83,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0
lenovo,113990,79,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
hp,51990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1.0
lenovo,51990,67,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,90689,70,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1080,windows,1.0
lenovo,69990,66,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
lenovo,47990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,3.0
lenovo,100190,65,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.5,2560,1600,windows,1.0
hp,40100,57,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
lenovo,137490,83,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0
lenovo,53990,69,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,16.0,1920,1080,windows,1.0
acer,42990,50,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
asus,28190,43,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0
fujitsu,73990,67,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,13.3,1920,1080,windows,2.0
asus,73463,67,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
asus,44990,59,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
asus,60379,60,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
hp,75890,59,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
hp,27990,51,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0
lenovo,37000,52,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,88190,58,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0
lenovo,62990,60,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
asus,73990,64,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,69990,63,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
lenovo,66389,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1.0
hp,60999,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0
lenovo,71990,58,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0
lenovo,61859,58,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0
asus,98990,73,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
lenovo,36990,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
dell,59990,53,intel,core i5,10,12,8,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
acer,56990,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
acer,52990,70,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,90990,64,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,114990,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
asus,16990,37,intel,celeron,2,2,4,SSD,64,No secondary storage,0,intel,integrated,False,14.0,1920,1080,chrome,1.0
asus,25751,41,intel,celeron,2,2,4,SSD,64,No secondary storage,0,intel,integrated,True,14.0,1920,1080,chrome,1.0
asus,18990,37,intel,celeron,2,2,4,SSD,128,No secondary storage,0,intel,integrated,False,14.0,1920,1080,chrome,1.0
asus,44639,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0
hp,44490,62,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0
asus,22991,37,intel,celeron,2,2,8,SSD,64,No secondary storage,0,intel,integrated,False,15.6,1920,1080,chrome,1.0
gigabyte,89990,73,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
lenovo,62190,63,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0
asus,98468,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
lenovo,58990,58,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0
lenovo,60190,59,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
fujitsu,73990,65,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2.0
lenovo,64190,69,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1.0
lenovo,41990,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
lenovo,44990,60,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
lenovo,45490,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1.0
asus,75990,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
asus,75990,66,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
asus,94369,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
msi,62990,71,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
lenovo,47490,65,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
msi,94990,76,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
acer,36990,63,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1.0
acer,41990,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1366,768,windows,1.0
asus,40926,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
asus,71600,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,33990,56,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0
hp,182990,78,amd,ryzen 9,8,16,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1.0
dell,37490,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
dell,85990,57,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
asus,57990,69,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,58070,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
fujitsu,109990,76,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,2.0
hp,31990,51,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
hp,152990,70,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0
lenovo,58850,64,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
dell,223275,78,intel,core i9,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,59990,63,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
lenovo,63990,60,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1.0
wings,26990,51,intel,core i3,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1.0
acer,41490,45,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1.0
lenovo,70190,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1.0
lenovo,36690,60,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,67190,62,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2.0
infinix,44990,57,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
lenovo,46990,65,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
dell,45870,56,intel,core i3,5,6,8,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
dell,38349,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,84190,64,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1080,windows,1.0
lenovo,86990,62,intel,core i7,10,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1.0
dell,98990,63,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1.0
dell,32990,58,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
dell,87490,62,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1.0
dell,47990,54,amd,ryzen 5,4,8,8,SSD,1024,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
dell,77490,59,intel,core i5,10,12,8,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0
dell,41433,57,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
hp,74950,71,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
dell,87290,60,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,True,14.0,1920,1200,windows,1.0
dell,60490,63,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
lenovo,77990,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1.0
asus,89990,76,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
msi,96990,76,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
msi,104990,77,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
msi,149990,79,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,2.0
msi,149990,76,intel,core i7,14,20,8,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,2560,1440,windows,2.0
msi,114990,77,intel,core i7,10,16,8,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,2.0
msi,55990,69,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
msi,58990,71,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
msi,55990,70,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2.0
msi,199990,83,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,17.3,1920,1080,windows,2.0
hp,119400,72,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,99999,71,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
lenovo,37500,59,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
hp,239299,86,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1600,windows,1.0
hp,132599,75,intel,core i5,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0
hp,50999,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1.0
asus,37588,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
asus,36990,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,58990,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1200,windows,1.0
hp,105036,67,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,13.3,2880,1800,windows,1.0
lenovo,43990,58,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
hp,101800,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0
asus,94990,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
asus,69990,66,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
acer,159990,79,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0
asus,72990,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
msi,119990,73,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,2.0
hp,56490,70,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,dedicated,False,15.6,1920,1080,windows,1.0
dell,37281,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,69494,60,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2.0
asus,32790,54,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,97990,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,78100,67,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,1920,1080,windows,1.0
lenovo,91490,71,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,36790,60,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,88527,73,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,59990,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
msi,299990,89,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,2.0
lenovo,99990,73,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,146990,77,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0
lenovo,109990,75,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,123010,73,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1080,windows,1.0
asus,25990,45,intel,celeron,2,2,4,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
hp,139990,77,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1.0
acer,67499,65,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
acer,35990,58,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
lenovo,225190,73,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,True,13.3,2880,1800,windows,3.0
hp,22990,44,amd,other,2,2,4,SSD,256,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
dell,84490,60,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1.0
dell,257490,85,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,True,15.6,3456,2160,windows,1.0
dell,95990,63,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,13.3,2560,1600,windows,1.0
asus,39390,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
dell,60900,65,intel,core i5,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
msi,81990,63,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1.0
lenovo,89889,63,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,2.0
dell,454490,83,intel,core i9,14,20,32,SSD,2048,No secondary storage,0,nvidia,dedicated,False,16.0,3200,1800,windows,1.0
dell,67890,65,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,1920,1080,windows,1.0
dell,323990,85,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,3200,1800,windows,1.0
dell,188990,80,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
msi,36990,58,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
msi,159427,77,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,2.0
msi,89990,71,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,1920,1200,windows,2.0
dell,450990,83,intel,core i9,24,32,4,SSD,1024,No secondary storage,0,nvidia,dedicated,False,18.0,3200,1800,windows,1.0
hp,43735,56,intel,core i3,6,8,8,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,74990,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,True,13.3,1920,1200,windows,3.0
asus,64990,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
asus,89000,75,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
lenovo,64990,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1.0
hp,43400,57,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
lenovo,40590,57,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1.0
asus,70000,70,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,141989,82,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1.0
lg,98999,67,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1200,1920,windows,1.0
dell,299990,89,amd,ryzen 9,12,24,32,SSD,2048,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
acer,129990,80,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
lenovo,65990,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,True,14.0,1920,1200,windows,1.0
acer,75499,59,intel,core i7,10,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,25990,44,intel,celeron,4,4,4,HDD,64,No secondary storage,0,intel,integrated,True,14.0,1366,768,chrome,1.0
asus,76600,72,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
hp,126800,69,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
fujitsu,99990,73,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,2.0
hp,133269,69,intel,core i7,10,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
acer,41990,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
hp,32990,46,intel,pentium,4,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1.0
hp,120449,67,intel,core i5,10,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
asus,129990,71,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,2560,1600,windows,1.0
lg,78299,72,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,True,16.0,1920,1200,windows,1.0
hp,230060,80,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1.0
lenovo,24190,38,intel,celeron,2,2,4,SSD,256,No secondary storage,0,intel,integrated,False,11.6,1366,768,windows,1.0
lg,152499,78,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,True,16.0,1600,2560,windows,1.0
hp,50990,38,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1366,768,chrome,1.0
lg,117899,69,intel,core i7,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1200,1920,windows,1.0
acer,71990,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1.0
asus,63990,65,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1.0
walker,15990,37,intel,celeron,2,2,4,SSD,128,No secondary storage,0,intel,integrated,False,14.1,1920,1080,windows,1.0
hp,23999,52,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1366,768,dos,1.0
dell,65500,60,intel,core i5,10,12,8,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1.0
dell,73990,63,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1.0
